Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,Attrition_Enc
36,Male,27,Education,4057,Good,High,Average,1,No,74,Associate Degree,Single,2,Mid,Medium,47,No,No,No,Poor,Low,Stayed,0
34,Male,12,Finance,9365,Good,Very High,Average,0,Yes,23,High School,Married,1,Mid,Medium,52,Yes,No,No,Fair,High,Stayed,0
27,Female,2,Finance,8883,Good,Medium,High,3,No,28,Associate Degree,Married,1,Entry,Small,44,No,No,No,Good,Low,Stayed,0
49,Male,25,Media,5904,Good,High,Below Average,0,No,1,High School,Married,1,Senior,Small,53,No,No,No,Fair,High,Stayed,0
21,Female,12,Healthcare,9552,Good,High,Average,0,No,66,Bachelorâ€™s Degree,Divorced,3,Mid,Large,69,No,No,No,Good,Low,Stayed,0
24,Female,7,Technology,9599,Excellent,High,Average,0,No,43,Bachelorâ€™s Degree,Married,4,Mid,Small,65,No,No,No,Good,High,Stayed,0
36,Female,1,Healthcare,6456,Excellent,High,High,0,No,58,Associate Degree,Married,1,Entry,Medium,2,No,No,No,Good,Medium,Left,1
20,Male,6,Education,4305,Excellent,High,Average,0,No,53,High School,Single,3,Mid,Small,55,No,No,No,Good,Low,Left,1
47,Male,6,Education,5270,Poor,Medium,High,0,No,98,Masterâ€™s Degree,Divorced,2,Entry,Small,50,No,No,Yes,Good,Low,Left,1
22,Male,5,Media,6704,Excellent,Medium,High,0,No,23,High School,Married,2,Senior,Small,25,No,No,No,Poor,Low,Stayed,0
22,Male,4,Finance,11186,Good,High,Low,0,Yes,53,Bachelorâ€™s Degree,Married,0,Mid,Medium,30,Yes,No,No,Poor,Very High,Stayed,0
45,Female,14,Healthcare,7608,Fair,Low,Average,2,Yes,73,Bachelorâ€™s Degree,Married,1,Entry,Medium,50,No,No,Yes,Good,High,Left,1
37,Female,15,Healthcare,8514,Poor,Medium,Average,0,Yes,29,Associate Degree,Married,0,Entry,Small,44,No,No,No,Fair,High,Left,1
54,Male,13,Finance,11178,Poor,Very High,High,0,Yes,53,High School,Single,1,Entry,Small,85,No,No,No,Good,Low,Left,1
54,Male,25,Finance,7141,Fair,Very High,Average,0,No,12,Associate Degree,Single,2,Entry,Large,89,No,No,No,Good,High,Left,1
29,Male,19,Education,5341,Good,Very High,Below Average,0,No,11,Bachelorâ€™s Degree,Divorced,0,Entry,Medium,27,No,No,No,Good,Medium,Stayed,0
36,Female,15,Technology,11343,Fair,Medium,Below Average,1,No,41,PhD,Married,0,Senior,Medium,59,Yes,No,Yes,Good,High,Stayed,0
32,Male,11,Education,4681,Poor,High,Below Average,2,Yes,2,Associate Degree,Married,1,Senior,Medium,69,No,No,No,Poor,Low,Left,1
52,Male,38,Education,4035,Fair,High,Average,2,No,49,PhD,Single,2,Entry,Medium,102,No,No,No,Good,High,Left,1
40,Male,1,Finance,11436,Excellent,Very High,High,2,Yes,3,Masterâ€™s Degree,Married,5,Senior,Large,51,No,No,No,Good,Low,Stayed,0
56,Female,36,Healthcare,7577,Good,High,High,2,No,33,High School,Divorced,1,Mid,Large,99,Yes,No,No,Excellent,Low,Stayed,0
50,Male,30,Finance,6068,Poor,Medium,Average,0,Yes,64,Bachelorâ€™s Degree,Divorced,2,Entry,Large,51,No,No,No,Good,Medium,Left,1
52,Female,14,Technology,10930,Good,High,Below Average,2,No,40,Masterâ€™s Degree,Single,1,Senior,Large,90,Yes,No,No,Good,Low,Stayed,0
30,Male,15,Finance,4811,Good,High,Average,1,No,52,Masterâ€™s Degree,Single,6,Entry,Medium,45,No,No,No,Good,Low,Left,1
25,Female,5,Education,4902,Good,Medium,Average,1,No,77,Associate Degree,Married,0,Entry,Medium,19,No,No,No,Good,Low,Left,1
22,Female,8,Healthcare,6105,Good,Medium,Average,1,Yes,64,Masterâ€™s Degree,Married,0,Entry,Medium,86,No,No,No,Fair,Low,Left,1
53,Female,2,Healthcare,8318,Fair,Low,Average,0,Yes,60,High School,Single,0,Entry,Small,22,No,No,No,Good,Medium,Left,1
30,Male,1,Healthcare,8703,Good,High,High,0,No,34,Bachelorâ€™s Degree,Single,1,Mid,Small,31,No,No,No,Good,Medium,Left,1
56,Female,31,Technology,9239,Fair,High,Average,0,No,7,Bachelorâ€™s Degree,Divorced,4,Senior,Small,66,No,No,No,Poor,Low,Left,1
34,Female,10,Healthcare,8798,Good,High,Below Average,2,Yes,89,Associate Degree,Single,5,Entry,Medium,25,Yes,No,No,Poor,High,Left,1
56,Male,36,Media,6650,Fair,High,Average,0,No,40,Masterâ€™s Degree,Married,2,Entry,Small,102,No,No,No,Good,High,Left,1
28,Male,5,Education,4378,Excellent,High,Average,2,No,53,Bachelorâ€™s Degree,Divorced,1,Mid,Small,58,No,No,No,Poor,Very High,Stayed,0
48,Male,18,Healthcare,8362,Poor,High,High,0,No,43,Bachelorâ€™s Degree,Single,5,Mid,Large,58,Yes,No,Yes,Good,Low,Stayed,0
23,Male,6,Healthcare,7874,Poor,Medium,Average,1,Yes,37,Bachelorâ€™s Degree,Married,3,Entry,Medium,85,No,No,No,Good,High,Stayed,0
44,Male,26,Education,4588,Poor,Low,Average,2,No,62,Bachelorâ€™s Degree,Married,5,Mid,Small,87,No,No,No,Good,Low,Left,1
23,Male,7,Media,5282,Good,Low,High,0,Yes,75,Bachelorâ€™s Degree,Divorced,3,Senior,Large,32,No,No,No,Poor,High,Stayed,0
59,Female,7,Technology,8785,Excellent,Medium,High,3,Yes,51,PhD,Single,4,Mid,Small,11,No,No,No,Excellent,Medium,Stayed,0
52,Male,31,Media,5994,Excellent,Medium,Average,2,No,39,Associate Degree,Single,3,Mid,Medium,87,No,No,No,Poor,Medium,Left,1
55,Male,46,Finance,8651,Poor,Very High,Below Average,1,No,19,Bachelorâ€™s Degree,Married,0,Senior,Small,74,No,No,No,Good,Very High,Stayed,0
40,Male,11,Healthcare,7449,Fair,Very High,Average,0,No,91,Masterâ€™s Degree,Married,2,Senior,Small,19,No,No,No,Excellent,Low,Stayed,0
55,Male,38,Technology,9673,Excellent,Medium,High,2,No,25,Masterâ€™s Degree,Single,4,Entry,Large,40,No,No,No,Poor,Medium,Left,1
22,Female,5,Technology,7519,Poor,Very High,Low,2,No,25,High School,Divorced,1,Mid,Medium,81,No,No,No,Poor,Very High,Stayed,0
47,Female,34,Education,3502,Good,High,High,0,No,75,Masterâ€™s Degree,Single,2,Mid,Medium,59,No,No,No,Poor,Low,Left,1
55,Female,26,Education,5206,Fair,Medium,Average,1,Yes,98,High School,Single,0,Mid,Medium,68,No,No,Yes,Good,Low,Stayed,0
28,Male,12,Healthcare,8896,Good,High,Average,1,No,23,Masterâ€™s Degree,Single,4,Entry,Medium,14,No,No,No,Poor,Very High,Left,1
41,Male,10,Media,4935,Good,High,Below Average,0,No,81,Associate Degree,Single,4,Mid,Small,42,Yes,No,Yes,Good,High,Left,1
58,Male,40,Healthcare,9269,Good,Very High,High,0,No,21,Associate Degree,Single,2,Entry,Medium,114,No,No,No,Good,Medium,Stayed,0
39,Female,7,Finance,6573,Fair,High,High,2,Yes,17,Bachelorâ€™s Degree,Married,4,Senior,Large,71,Yes,No,No,Good,Medium,Stayed,0
59,Male,45,Healthcare,7704,Fair,Low,Average,0,No,97,Associate Degree,Single,1,Entry,Small,85,No,No,No,Fair,Low,Left,1
53,Female,9,Media,6161,Excellent,Medium,Average,0,Yes,63,Associate Degree,Single,4,Entry,Medium,72,Yes,No,No,Good,Very High,Stayed,0
29,Male,8,Media,5753,Good,Low,High,0,No,44,High School,Single,2,Entry,Small,74,Yes,No,No,Poor,High,Left,1
56,Male,13,Healthcare,9552,Good,High,Average,1,No,37,Bachelorâ€™s Degree,Married,1,Mid,Medium,46,No,No,Yes,Good,Medium,Stayed,0
44,Female,26,Media,5631,Fair,Medium,Average,2,No,55,High School,Single,2,Mid,Medium,82,No,No,No,Fair,High,Left,1
35,Male,18,Media,5258,Good,High,Average,0,Yes,93,High School,Single,0,Entry,Small,41,No,No,Yes,Good,Low,Left,1
53,Male,39,Technology,7425,Good,High,Average,0,No,87,Bachelorâ€™s Degree,Divorced,1,Entry,Medium,60,No,No,No,Good,High,Left,1
50,Male,12,Education,3961,Poor,Very High,Average,2,Yes,43,Associate Degree,Married,0,Mid,Small,63,No,No,No,Fair,Low,Stayed,0
18,Male,10,Finance,8946,Good,Medium,High,1,No,8,Bachelorâ€™s Degree,Married,1,Entry,Medium,86,No,No,No,Good,High,Left,1
19,Female,2,Technology,10735,Fair,Medium,Average,1,Yes,5,Bachelorâ€™s Degree,Single,1,Entry,Medium,15,No,No,No,Excellent,Low,Left,1
28,Female,4,Education,5497,Excellent,Very High,Average,0,Yes,90,High School,Married,4,Senior,Large,30,No,No,No,Good,High,Left,1
30,Female,12,Media,5668,Fair,Low,Average,0,Yes,1,Masterâ€™s Degree,Single,0,Entry,Medium,87,No,No,Yes,Excellent,High,Left,1
41,Male,11,Finance,5450,Good,Low,Average,0,Yes,51,Bachelorâ€™s Degree,Married,0,Senior,Small,82,No,No,Yes,Good,Medium,Stayed,0
30,Male,20,Media,5625,Fair,High,High,0,No,97,PhD,Single,2,Mid,Medium,43,Yes,No,No,Good,Medium,Stayed,0
55,Male,46,Education,4724,Good,Low,Average,0,No,56,Masterâ€™s Degree,Single,1,Mid,Medium,61,No,No,No,Poor,Medium,Left,1
53,Male,8,Education,2479,Fair,Very High,Average,0,No,90,High School,Married,1,Entry,Medium,82,No,No,Yes,Good,High,Left,1
49,Female,13,Media,6750,Poor,Medium,Low,1,Yes,77,High School,Single,0,Senior,Large,17,Yes,No,No,Good,High,Stayed,0
22,Female,3,Healthcare,7056,Fair,Medium,High,0,No,25,Bachelorâ€™s Degree,Married,5,Entry,Small,62,No,No,No,Fair,Very High,Left,1
45,Female,28,Media,5733,Good,Medium,Low,2,No,46,Associate Degree,Single,0,Entry,Small,94,No,No,Yes,Good,Low,Left,1
45,Male,33,Education,4208,Good,Very High,Average,2,Yes,83,Bachelorâ€™s Degree,Single,1,Senior,Large,47,No,No,No,Excellent,Medium,Stayed,0
20,Male,10,Technology,10659,Good,Very High,High,0,No,46,Masterâ€™s Degree,Divorced,2,Entry,Medium,43,No,No,Yes,Good,Medium,Stayed,0
38,Male,4,Technology,9103,Poor,Very High,Average,0,No,71,Bachelorâ€™s Degree,Married,0,Mid,Medium,65,Yes,No,No,Good,Medium,Stayed,0
30,Female,15,Media,6134,Good,Medium,Average,0,Yes,37,High School,Married,1,Entry,Medium,74,Yes,No,No,Good,High,Stayed,0
33,Male,16,Healthcare,6397,Good,Low,Average,1,Yes,29,Masterâ€™s Degree,Single,0,Mid,Large,81,No,No,No,Excellent,High,Left,1
34,Male,6,Technology,10369,Good,High,Below Average,0,Yes,8,Bachelorâ€™s Degree,Single,4,Senior,Small,7,No,No,No,Good,High,Stayed,0
20,Male,6,Healthcare,8093,Excellent,Medium,Below Average,0,Yes,83,High School,Divorced,1,Entry,Medium,69,No,No,No,Fair,Low,Stayed,0
21,Female,10,Media,5421,Good,High,Average,1,No,44,High School,Single,4,Mid,Small,80,No,No,No,Good,Low,Stayed,0
32,Male,15,Media,6420,Fair,High,Average,1,No,28,Bachelorâ€™s Degree,Single,2,Senior,Medium,20,No,No,No,Good,Medium,Stayed,0
55,Male,14,Healthcare,6585,Fair,High,High,0,No,95,Associate Degree,Married,0,Mid,Medium,57,No,No,No,Poor,Low,Left,1
19,Male,4,Technology,7806,Excellent,Medium,High,0,No,3,PhD,Single,1,Entry,Medium,38,No,No,No,Poor,Low,Stayed,0
41,Male,12,Education,3890,Excellent,Very High,Average,0,Yes,10,Masterâ€™s Degree,Single,2,Entry,Medium,68,Yes,No,No,Poor,High,Stayed,0
50,Male,19,Education,4476,Fair,Very High,High,4,No,2,Associate Degree,Married,2,Entry,Medium,83,No,No,No,Good,High,Left,1
36,Male,21,Media,5270,Excellent,Low,Below Average,0,Yes,13,Bachelorâ€™s Degree,Single,3,Senior,Medium,64,No,No,No,Poor,Medium,Stayed,0
31,Female,4,Education,5812,Good,High,Average,0,No,75,Associate Degree,Married,1,Entry,Small,25,No,No,Yes,Good,High,Left,1
51,Male,16,Technology,10914,Excellent,Medium,High,1,No,79,Bachelorâ€™s Degree,Married,0,Entry,Large,47,No,No,No,Good,Low,Stayed,0
18,Male,3,Media,5594,Good,High,Average,0,No,55,Masterâ€™s Degree,Married,3,Senior,Large,60,No,No,No,Good,Low,Stayed,0
55,Female,47,Education,5428,Good,High,High,1,Yes,53,Masterâ€™s Degree,Single,1,Entry,Medium,62,Yes,Yes,No,Fair,Low,Left,1
23,Female,2,Media,5543,Poor,High,Average,0,No,59,Bachelorâ€™s Degree,Divorced,4,Entry,Medium,14,No,No,No,Good,Low,Left,1
34,Female,17,Technology,6678,Poor,Medium,Average,0,No,16,Bachelorâ€™s Degree,Married,6,Entry,Medium,55,No,No,No,Fair,Medium,Left,1
51,Female,28,Healthcare,7083,Excellent,Medium,Average,0,No,66,PhD,Single,1,Mid,Medium,107,No,No,No,Good,High,Stayed,0
37,Female,9,Media,6362,Excellent,Very High,High,0,No,38,High School,Married,0,Senior,Medium,47,No,No,No,Good,Low,Stayed,0
40,Female,10,Technology,10270,Fair,High,Average,0,No,59,High School,Married,4,Senior,Small,24,Yes,No,No,Good,High,Stayed,0
47,Female,15,Education,4065,Good,Low,Average,0,Yes,71,PhD,Married,2,Entry,Large,77,Yes,Yes,No,Good,Low,Stayed,0
50,Male,5,Education,3843,Poor,Medium,Average,0,Yes,89,Associate Degree,Married,2,Entry,Medium,30,No,No,No,Fair,High,Left,1
28,Male,15,Healthcare,7563,Fair,High,Average,0,No,65,Associate Degree,Married,0,Mid,Medium,55,No,No,No,Good,Medium,Left,1
56,Male,5,Education,4303,Good,High,High,3,Yes,10,Bachelorâ€™s Degree,Married,1,Entry,Medium,61,No,No,Yes,Good,High,Stayed,0
22,Male,4,Healthcare,8561,Good,Medium,Below Average,0,Yes,29,High School,Married,0,Mid,Small,42,No,No,No,Good,High,Left,1
27,Female,18,Technology,10957,Good,High,Average,1,Yes,61,Associate Degree,Divorced,4,Entry,Small,67,No,Yes,No,Good,Medium,Stayed,0
37,Male,8,Technology,10119,Poor,Medium,Average,0,Yes,85,Associate Degree,Single,1,Entry,Large,9,No,No,No,Good,Medium,Left,1
42,Female,26,Healthcare,7069,Good,Very High,High,1,Yes,84,Masterâ€™s Degree,Married,1,Entry,Large,100,No,No,No,Excellent,High,Stayed,0
40,Female,5,Finance,6391,Good,High,High,1,Yes,24,Associate Degree,Single,0,Senior,Small,9,No,No,No,Good,High,Left,1
52,Male,22,Education,4932,Good,Medium,Below Average,0,Yes,57,Masterâ€™s Degree,Married,4,Entry,Medium,64,No,No,No,Good,Very High,Left,1
52,Male,23,Media,5564,Excellent,Low,Average,0,Yes,47,Associate Degree,Single,4,Mid,Medium,62,No,No,No,Poor,Low,Left,1
55,Male,10,Media,5423,Fair,High,High,0,Yes,24,High School,Divorced,1,Entry,Small,35,No,No,No,Good,High,Left,1
33,Male,13,Technology,8422,Excellent,High,Average,0,No,72,Associate Degree,Married,1,Entry,Medium,51,No,No,No,Fair,Low,Left,1
38,Female,8,Media,5698,Good,High,High,0,No,53,High School,Single,0,Senior,Large,20,Yes,No,Yes,Fair,High,Stayed,0
47,Male,20,Technology,10860,Good,Medium,Average,0,No,9,Masterâ€™s Degree,Single,3,Mid,Large,24,No,No,No,Good,Low,Left,1
25,Male,17,Healthcare,6227,Excellent,High,Average,0,No,33,Masterâ€™s Degree,Single,0,Entry,Medium,45,No,No,No,Fair,Medium,Left,1
34,Male,8,Healthcare,8692,Excellent,High,Average,1,No,26,Associate Degree,Married,0,Senior,Medium,81,No,No,No,Good,Medium,Stayed,0
41,Female,11,Technology,9144,Good,Very High,Average,0,Yes,20,Masterâ€™s Degree,Divorced,0,Mid,Small,52,No,Yes,Yes,Good,Very High,Left,1
49,Male,24,Finance,9213,Good,Medium,Average,1,No,60,Associate Degree,Divorced,3,Mid,Medium,98,No,Yes,No,Fair,Medium,Stayed,0
34,Female,21,Healthcare,6473,Good,High,High,0,Yes,97,High School,Single,2,Entry,Large,47,No,Yes,Yes,Poor,High,Left,1
32,Female,3,Technology,9128,Fair,Very High,Average,1,No,94,High School,Married,0,Senior,Large,30,No,No,No,Poor,Low,Stayed,0
51,Male,30,Healthcare,6960,Excellent,High,Average,3,Yes,98,Masterâ€™s Degree,Married,0,Entry,Large,75,No,No,No,Good,Low,Stayed,0
57,Female,11,Education,5780,Fair,Medium,Average,0,Yes,84,Masterâ€™s Degree,Married,3,Senior,Medium,27,No,No,No,Good,Low,Left,1
41,Male,31,Education,3747,Good,Very High,Average,1,Yes,25,Bachelorâ€™s Degree,Married,4,Mid,Medium,53,No,No,No,Good,High,Stayed,0
30,Female,6,Technology,8424,Good,Medium,High,2,No,76,High School,Married,5,Senior,Small,45,No,No,Yes,Excellent,Low,Stayed,0
33,Male,23,Technology,6784,Good,High,Average,0,No,50,Bachelorâ€™s Degree,Divorced,4,Mid,Medium,100,No,No,No,Good,Medium,Stayed,0
52,Female,34,Media,5965,Good,Medium,Below Average,0,No,73,Bachelorâ€™s Degree,Married,1,Entry,Small,85,No,Yes,No,Fair,High,Stayed,0
26,Female,2,Technology,10200,Fair,Very High,Average,0,No,41,Masterâ€™s Degree,Married,5,Entry,Medium,39,No,No,Yes,Good,Medium,Left,1
44,Male,19,Technology,8827,Fair,Very High,Average,1,Yes,91,High School,Divorced,1,Entry,Medium,80,No,No,No,Good,High,Left,1
41,Male,23,Media,5999,Good,High,High,0,No,95,Bachelorâ€™s Degree,Single,1,Mid,Large,86,Yes,No,Yes,Good,Medium,Stayed,0
32,Female,4,Healthcare,8713,Fair,High,High,2,No,81,Associate Degree,Married,1,Mid,Small,13,No,No,No,Fair,Low,Stayed,0
35,Male,21,Finance,8147,Good,High,Average,2,Yes,97,High School,Single,4,Mid,Small,94,No,No,No,Good,Medium,Left,1
20,Male,4,Media,6163,Poor,High,High,0,No,59,Bachelorâ€™s Degree,Married,3,Mid,Medium,18,No,No,No,Fair,Medium,Left,1
50,Female,42,Technology,10165,Fair,Medium,High,2,Yes,39,High School,Married,1,Senior,Small,62,No,No,No,Poor,Low,Stayed,0
37,Male,28,Finance,9103,Excellent,High,Average,3,Yes,15,Associate Degree,Single,1,Entry,Medium,62,No,No,No,Poor,High,Stayed,0
51,Male,27,Technology,10712,Good,Medium,Average,2,No,79,Bachelorâ€™s Degree,Married,0,Mid,Small,99,No,No,No,Fair,Medium,Stayed,0
57,Male,14,Media,6543,Excellent,High,Below Average,0,No,4,Masterâ€™s Degree,Single,1,Entry,Small,42,No,No,No,Good,Very High,Left,1
24,Male,4,Technology,11286,Fair,Very High,Average,0,Yes,64,Associate Degree,Married,0,Mid,Small,41,No,No,Yes,Good,Low,Left,1
29,Female,15,Media,6188,Fair,High,Average,2,No,41,High School,Divorced,2,Mid,Medium,87,No,No,No,Good,Medium,Stayed,0
41,Male,9,Technology,8549,Fair,High,High,0,Yes,62,Associate Degree,Married,1,Senior,Medium,13,No,No,No,Poor,Medium,Stayed,0
43,Female,25,Technology,8941,Good,High,Below Average,0,No,6,Associate Degree,Single,1,Senior,Medium,42,No,No,No,Poor,High,Left,1
43,Female,22,Healthcare,7845,Poor,Medium,Average,0,No,27,Bachelorâ€™s Degree,Married,0,Senior,Medium,75,No,No,No,Fair,Medium,Stayed,0
43,Female,32,Technology,10919,Fair,High,High,0,Yes,35,Associate Degree,Married,1,Senior,Medium,104,No,No,No,Fair,Very High,Stayed,0
28,Female,3,Media,5820,Excellent,Low,Average,2,No,44,High School,Single,0,Entry,Small,51,No,No,Yes,Good,Low,Left,1
51,Male,33,Education,5011,Fair,Medium,Low,2,Yes,59,High School,Married,3,Entry,Medium,111,No,No,No,Fair,High,Left,1
19,Female,3,Education,4827,Poor,High,Below Average,0,No,34,Associate Degree,Married,3,Entry,Large,32,No,No,No,Good,Medium,Left,1
41,Female,18,Technology,9144,Fair,Very High,Below Average,1,Yes,65,PhD,Married,0,Entry,Large,88,No,No,No,Poor,Medium,Stayed,0
43,Male,17,Technology,7424,Good,High,High,0,No,11,Masterâ€™s Degree,Single,5,Entry,Small,24,No,No,Yes,Good,High,Left,1
56,Male,24,Education,4056,Good,Medium,Average,2,Yes,89,Masterâ€™s Degree,Married,4,Entry,Small,44,No,No,No,Good,Very High,Stayed,0
39,Male,1,Education,4437,Excellent,Very High,Average,1,No,20,Associate Degree,Married,2,Mid,Medium,68,Yes,No,No,Poor,Medium,Stayed,0
58,Male,39,Technology,8683,Poor,High,Low,2,No,5,Bachelorâ€™s Degree,Single,4,Mid,Small,78,Yes,No,No,Fair,Low,Stayed,0
39,Female,30,Education,5011,Good,High,Average,2,Yes,1,Bachelorâ€™s Degree,Single,3,Mid,Medium,42,No,No,No,Good,High,Left,1
37,Female,11,Technology,9057,Good,Low,Average,0,Yes,80,Associate Degree,Single,5,Entry,Small,85,No,No,No,Fair,High,Left,1
28,Female,6,Education,6256,Good,High,High,0,No,12,Bachelorâ€™s Degree,Married,0,Mid,Small,53,No,No,No,Fair,Medium,Stayed,0
20,Female,8,Education,4818,Good,High,High,0,No,24,Bachelorâ€™s Degree,Single,2,Senior,Large,43,No,No,No,Good,Low,Left,1
55,Female,31,Media,6055,Good,High,Average,1,Yes,3,High School,Married,0,Entry,Medium,93,No,No,No,Fair,High,Stayed,0
28,Female,5,Media,6517,Excellent,High,Average,0,No,77,Masterâ€™s Degree,Divorced,1,Entry,Large,38,No,No,No,Good,Medium,Left,1
50,Male,1,Technology,9203,Fair,High,Low,1,No,41,Bachelorâ€™s Degree,Married,2,Mid,Small,51,No,No,No,Poor,Very High,Left,1
22,Male,8,Finance,5503,Excellent,Very High,Low,0,Yes,69,Masterâ€™s Degree,Married,0,Mid,Small,83,No,No,Yes,Poor,High,Left,1
40,Male,3,Media,5484,Fair,High,Average,0,No,14,Bachelorâ€™s Degree,Married,4,Mid,Large,73,No,No,Yes,Poor,Low,Stayed,0
19,Male,6,Technology,9453,Fair,High,Average,3,Yes,26,Associate Degree,Married,0,Entry,Large,16,Yes,No,No,Good,Medium,Left,1
39,Male,12,Technology,10655,Good,High,Average,1,No,35,Masterâ€™s Degree,Single,2,Entry,Large,54,No,No,No,Good,High,Left,1
51,Male,24,Media,6171,Fair,Very High,Average,0,No,10,High School,Divorced,4,Senior,Medium,93,No,No,No,Excellent,High,Stayed,0
28,Female,19,Technology,7966,Good,Very High,Average,2,No,24,Bachelorâ€™s Degree,Divorced,0,Mid,Medium,75,No,No,No,Good,Medium,Left,1
48,Male,18,Technology,10782,Good,High,High,3,No,3,PhD,Married,3,Senior,Medium,86,Yes,No,No,Fair,Low,Stayed,0
51,Female,22,Technology,9294,Excellent,High,Below Average,0,No,83,Masterâ€™s Degree,Single,1,Senior,Small,53,No,No,No,Excellent,Low,Stayed,0
37,Female,22,Education,5545,Good,High,Average,1,No,1,Associate Degree,Divorced,1,Mid,Large,99,Yes,No,No,Good,Low,Stayed,0
23,Female,1,Education,3378,Good,High,High,1,No,47,High School,Single,3,Mid,Small,66,No,No,No,Poor,High,Stayed,0
29,Female,8,Finance,7516,Good,High,Average,0,Yes,45,Bachelorâ€™s Degree,Single,1,Mid,Medium,60,No,No,Yes,Good,Medium,Left,1
27,Female,5,Finance,9688,Excellent,High,Low,0,No,72,Bachelorâ€™s Degree,Single,1,Senior,Medium,65,No,No,No,Good,High,Stayed,0
41,Female,21,Education,3540,Good,Very High,Average,3,No,99,Associate Degree,Single,2,Senior,Medium,66,Yes,No,No,Good,Low,Stayed,0
30,Female,3,Healthcare,8283,Excellent,High,Average,0,Yes,57,Associate Degree,Married,3,Entry,Medium,9,No,No,No,Poor,High,Left,1
33,Female,9,Healthcare,8011,Excellent,High,Average,1,No,67,Masterâ€™s Degree,Divorced,0,Mid,Large,46,No,No,No,Fair,High,Stayed,0
19,Female,9,Technology,7906,Good,Medium,Average,2,No,13,Associate Degree,Single,1,Senior,Large,80,Yes,No,No,Poor,High,Stayed,0
28,Male,6,Healthcare,7906,Fair,High,Average,3,Yes,11,Masterâ€™s Degree,Married,3,Mid,Medium,56,Yes,No,No,Fair,Low,Stayed,0
40,Female,28,Healthcare,7509,Poor,Medium,High,0,Yes,96,High School,Married,4,Mid,Small,31,No,No,No,Good,Low,Left,1
55,Female,33,Healthcare,6899,Good,High,High,0,No,38,High School,Single,0,Mid,Medium,106,No,No,No,Fair,High,Stayed,0
46,Male,3,Education,4328,Fair,Low,Below Average,0,No,65,Bachelorâ€™s Degree,Married,1,Senior,Medium,6,No,No,No,Fair,Low,Stayed,0
27,Female,7,Technology,10249,Fair,Very High,Below Average,0,Yes,41,Masterâ€™s Degree,Single,0,Mid,Medium,11,No,No,Yes,Fair,Medium,Left,1
23,Female,4,Education,3962,Fair,Very High,Below Average,2,Yes,45,Associate Degree,Married,0,Entry,Medium,57,No,Yes,Yes,Good,Medium,Stayed,0
